LAST NAME,FIRST NAME,DOB,POB,SSN,SEX,STREET NUMBER,STREET NAME,VOTER REG DATE,PARTY 
WADE,JOSE,01/30/1915,Alderwood,147-43-8071,MALE,1222,CHARTREUX,08/13/1935,DEMOCRAT
FANG,TABITHA,06/14/1916,Washington,282-42-7615,FEMALE,231,MAIN,08/14/1935,REPUBLICAN
FITZSIMMONS,BENJAMIN,02/01/1915,Alderwood,042-90-9480,MALE,1518,PERSIMMON,08/15/1935,REPUBLICAN
FLYNN,DEBORAH,04/08/1934,Idaho,401-30-9928,FEMALE,52,BOBTAIL,08/16/1935,REPUBLICAN
WANG,NATHAN,09/21/1913,Oregon,685-59-7308,MALE,862,BIRCH,08/17/1935,REPUBLICAN
ANDREW,SANDRA,09/22/1913,Alderwood,090-29-8134,FEMALE,2968,BOXWOOD,08/18/1935,REPUBLICAN
PRASAD,LOGAN,04/08/1934,Utah,162-72-6136,MALE,665,STRAWBERRY,08/19/1935,REPUBLICAN
BENNETT,PATRICIA,06/20/1916,MEXICO,169-28-7095,FEMALE,189,PINE,08/20/1935,REPUBLICAN
ROSS,KEVIN,02/07/1915,ARIZONA,288-08-9565,MALE,279,SUMAC,08/21/1935,INDEPENDENT
GEORGE,DONNA,09/26/1913,Alderwood,014-08-1411,FEMALE,1651,WOLFHOUND,08/22/1935,DEMOCRAT
BUCHANAN,GABRIEL ,02/09/1915,ARIZONA,325-78-0835,MALE,751,LABRADOR,08/23/1935,DEMOCRAT
COOPER,LINDA,05/16/1912,Alderwood,742-17-9373,FEMALE,996,NINTH,08/24/1935,DEMOCRAT
WILLIAMSON,NOAH,09/29/1913,Alderwood,580-58-6084,MALE,1431,SNOWBERRY,08/25/1935,DEMOCRAT
CHAPAS,DEBRA,06/26/1916,ARIZONA,267-04-2947,FEMALE,305,CROWBERRY,08/26/1935,DEMOCRAT
DAI,CALEB,08/31/1917,Alderwood,734-02-6736,MALE,126,CHOLLA,08/27/1935,REPUBLICAN
LEE,BRENDA,10/02/1913,MEXICO,821-98-4069,FEMALE,130,AKITA,08/28/1935,REPUBLICAN
NELSON,JORDAN,10/03/1913,Alderwood,676-95-5947,MALE,2492,TONKINESE,08/29/1935,REPUBLICAN
BROWN,JASMINE,10/04/1913,Washington,961-46-6790,FEMALE,1114,SNOWBERRY,08/30/1935,REPUBLICAN
SULLIVAN,HUNTER,10/05/1913,Alderwood,082-14-1634,MALE,1256,FIFTEENTH,08/31/1935,REPUBLICAN
MALONEY,SYDNEY,10/06/1913,Alderwood,281-91-2290,FEMALE,3283,RAGDOLL,09/01/1935,REPUBLICAN
FLUCKIGER,CAMERON,02/19/1915,Alderwood,184-73-9778,MALE,641,LAUREL,09/02/1935,REPUBLICAN
SLIVA,VICTORIA,05/26/1912,Washington,678-69-8376,FEMALE,1,CLOUDBERRY,09/03/1935,INDEPENDENT
SEWARDS,KYLE,10/09/1913,Alderwood,891-10-4464,MALE,1974,ROSEMARY,09/04/1935,DEMOCRAT
STOVER,ANNA,02/22/1915,Alderwood,602-83-8390,FEMALE,1694,CHERRY,09/05/1935,DEMOCRAT
SUAREZ,ELIJAH,07/07/1916,MASSACHUSETTS,192-81-2106,MALE,155,SCHNAUZER,09/06/1935,DEMOCRAT
MCKINNEY,BRIANNA,07/08/1916,ARIZONA,208-81-0224,FEMALE,97,EIGHTEENTH,09/07/1935,DEMOCRAT
SPRENKLE,JASON,04/08/1934,NORTH CAROLINA,647-32-9130,MALE,113,DAFFODIL,09/08/1935,DEMOCRAT
SHANKARAN,JESSICA,07/28/1905,ARIZONA,534-45-2749,FEMALE,213,EIGHTEENTH,09/09/1935,REPUBLICAN
COLLINS,JACK,06/02/1912,Oregon,689-62-0951,MALE,2869,SELKIRK,09/10/1935,REPUBLICAN
DEVANEY,GRACE,09/15/1916,Alderwood,172-59-7201,FEMALE,2135,TWENTIETH,09/11/1935,REPUBLICAN
SIVARAMAN,AARON,03/01/1915,Alderwood,677-41-6466,MALE,1717,SEVENTEENTH,09/12/1935,REPUBLICAN
GAO,ISABELLA,07/14/1916,MEXICO,537-77-8181,FEMALE,326,THIRTEENTH,09/13/1935,REPUBLICAN
RUIZ,ISAIAH,07/15/1916,Alderwood,582-62-2401,MALE,1407,BENGAL,09/14/1935,REPUBLICAN
ANDERSON,LAUREN,07/16/1916,Alderwood,701-32-8595,MALE,1115,SAFFLOWER,09/15/1935,REPUBLICAN
FLAKE,LUKE,09/20/1916,Utah,497-61-1861,MALE,700,PINSCHER,09/16/1935,INDEPENDENT
SILVA,ALYSSA,10/22/1913,Alderwood,164-67-7386,FEMALE,3444,AIREDALE,09/17/1935,DEMOCRAT
RAY,CONNER,04/08/1934,Alderwood,291-55-9619,MALE,231,KINNIKINICK,09/18/1935,DEMOCRAT
OVTCHINNIKOV,OLIVIA,10/24/1913,ARKANSAS,827-93-5775,FEMALE,181,DALMATIAN,09/19/1935,DEMOCRAT
MENDOZA,LUIS,10/25/1913,Oregon,511-73-6656,MALE,1537,MAPLE,09/20/1935,DEMOCRAT
CHOU,ABIGAIL,07/22/1916,Wyoming,012-73-9098,FEMALE,10,OAK,09/21/1935,DEMOCRAT
YOUNKIN,ISAAC,07/23/1916,Idaho,896-84-8900,MALE,92,FIFTH,09/22/1935,REPUBLICAN
LANG,CHLOE,06/15/1912,Alderwood,363-52-1853,FEMALE,1893,SELKIRK,09/23/1935,REPUBLICAN
MALLONEE,FRANK,09/28/1917,Alderwood,331-69-4085,MALE,2170,FOXGLOVE,09/24/1935,REPUBLICAN
FEASTER-ALLEY,SOPHIA,10/30/1913,Alderwood,929-01-2395,FEMALE,72,COONHOUND,09/25/1935,REPUBLICAN
LI,GEORGE,09/30/1916,Oregon,355-62-0231,MALE,39,PERSIMMON,09/26/1935,REPUBLICAN
MENDOZA,MORGAN,03/16/1915,Alderwood,810-07-7220,FEMALE,973,SIBERIAN,09/27/1935,REPUBLICAN
DURST,CHARLES,10/02/1916,Alderwood,892-31-6104,MALE,5,SPHYNX,09/28/1935,REPUBLICAN
SCHWENK,JULIA,04/08/1934,Alderwood,371-63-8849,FEMALE,534,DALMATIAN,09/29/1935,INDEPENDENT
DUPUIS,HARRY,07/31/1916,Montana,274-14-8957,MALE,105,JUNIPER,09/30/1935,DEMOCRAT
PRICKETT,KAITLYN,10/05/1917,VERMONT,035-98-3577,FEMALE,255,COONHOUND,10/01/1935,DEMOCRAT
GINTNER,HAROLD,11/06/1913,Alderwood,423-49-8911,MALE,50,SECOND,10/02/1935,DEMOCRAT
SHIN,HAILEY,03/22/1915,ARIZONA,187-22-2354,FEMALE,166,HIMALAYA,10/03/1935,DEMOCRAT
BARANY,EDWARD,11/08/1913,Oregon,057-37-0966,MALE,2746,SEVENTH,10/04/1935,DEMOCRAT
ROBERTS,KATHERINE,11/09/1913,Alderwood,335-31-8190,FEMALE,819,BOXER,10/05/1935,REPUBLICAN
RODRIGUEZ,HENRY,08/06/1916,Alderwood,334-18-1884,MALE,546,PAWPAW,10/06/1935,REPUBLICAN
PEPION,NICOLE,10/11/1917,Washington,823-31-7771,FEMALE,1303,AIREDALE,10/07/1935,REPUBLICAN
NUKALA,WALTER,03/27/1915,Oregon,794-60-9820,MALE,313,KINNIKINICK,10/08/1935,REPUBLICAN
HESSER,ALEXANDRA,08/09/1916,Alderwood,229-83-9483,FEMALE,1701,TWELVTH,10/09/1935,REPUBLICAN
STRAATSMA,BERNIE,03/29/1915,Alderwood,960-51-1751,MALE,91,BOBTAIL,10/10/1935,REPUBLICAN
ESPY,SAVANNAH,10/15/1916,Utah,571-49-7871,FEMALE,210,TWELVTH,10/11/1935,REPUBLICAN
RODABAUGH,CHRISTIAN,03/31/1915,Oregon,509-27-6701,MALE,1210,TIFFANY,10/12/1935,INDEPENDENT
BEAGLEY,MACKENZIE,11/17/1913,Alderwood,111-05-8500,FEMALE,1002,BEARBERRY,10/13/1935,DEMOCRAT
MAHON,CARTER,04/02/1915,Alderwood,732-51-6759,MALE,1806,BORZOI,10/14/1935,DEMOCRAT
CUELLO,ALLISON,08/15/1916,Alderwood,372-77-9140,FEMALE,1663,AFGHAN,10/15/1935,DEMOCRAT
SRIRAM,CASPER,08/16/1916,Alderwood,421-03-3698,MALE,106,COLLIE,10/16/1935,DEMOCRAT
BEUS,JENNA,10/21/1916,Alderwood,887-58-7549,FEMALE,2373,SUMAC,10/17/1935,DEMOCRAT
THOMAS,JEFF,04/06/1915,ARIZONA,701-93-9966,MALE,363,BIRCH,10/18/1935,REPUBLICAN
SHAFER,FAITH,07/11/1912,Alderwood,733-60-2918,FEMALE,85,PHEASANT,10/19/1935,REPUBLICAN
JUNDT,KELVIN,07/12/1912,Alderwood,824-39-4961,MALE,868,LABRADOR,10/20/1935,REPUBLICAN
ELLIS,PAIGE,07/13/1912,Alderwood,368-33-6882,FEMALE,1775,MALAMUTE,10/21/1935,REPUBLICAN
POSSE,ROD,04/10/1915,ALASKA,962-75-9405,MALE,206,CHOWCHOW,10/22/1935,REPUBLICAN
WINGART,MAKAYLA,11/27/1913,KENTUCKY,761-22-3614,FEMALE,227,SERENGETI,10/23/1935,REPUBLICAN
WOOLBRIGHT,PATRICK,04/08/1934,RHODE ISLAND,429-38-4194,MALE,369,MALAMUTE,10/24/1935,REPUBLICAN
TZEMOS,BONNIE,07/17/1912,Alderwood,942-77-2748,FEMALE,1505,AIREDALE,10/25/1935,INDEPENDENT
HOLBERY,DONOVAN,04/08/1934,Alderwood,194-95-8035,MALE,252,DALMATIAN,10/26/1935,DEMOCRAT
LIU,KATIE,12/01/1913,Alderwood,683-19-8303,FEMALE,638,BLACKBERRY,10/27/1935,DEMOCRAT
SU,Alex,11/01/1917,Alderwood,943-77-8554,MALE,3486,FIRST ,10/28/1935,DEMOCRAT
PETERSON,Bonnie,11/02/1916,Mexico,570-75-3976,FEMALE,150,SIXTH,10/29/1935,DEMOCRAT
MATHEWS,Charley,12/04/1913,Alderwood,005-42-7108,MALE,1541,SIXTEENTH,10/30/1935,DEMOCRAT
SCHUMACHER,Danielle,08/31/1916,Utah,812-80-8178,FEMALE,215,EIGHTH,10/31/1935,REPUBLICAN
MERZOUK,Earl,11/05/1916,Washington,384-30-7911,MALE,226,AIREDALE,11/01/1935,REPUBLICAN
KHAWAJA,Frances,04/21/1915,Alderwood,067-36-8448,MALE,425,QUAIL,11/02/1935,REPUBLICAN
WOODWORTH,Gaston,04/08/1934,OKLAHOMA,607-89-7091,MALE,76,THIRD,11/03/1935,REPUBLICAN
RADHAKRISHNAN,Hermine,11/08/1917,Alderwood,342-51-3110,FEMALE,511,HAWTHORN,11/04/1935,REPUBLICAN
BEZANSON,Ivan,04/24/1915,Utah,787-60-4509,MALE,450,CROWBERRY,11/05/1935,REPUBLICAN
KURTULUS,Jeanne,12/11/1913,Alderwood,996-26-8041,FEMALE,651,PALM,11/06/1935,REPUBLICAN
BLAHNIK,Karl,09/07/1916,Utah,921-70-3746,MALE,123,SAFFLOWER,11/07/1935,INDEPENDENT
ALMQUIST,Lisa,12/13/1913,Alderwood,961-96-7109,FEMALE,1862,CHERRY,11/08/1935,DEMOCRAT
JONES,Matthew,12/14/1913,ALASKA,201-16-6213,MALE,315,ELDERBERRY,11/09/1935,DEMOCRAT
FRINCKE,Nicole,09/10/1916,Alderwood,961-24-2813,FEMALE,2471,SNOWSHOE,11/10/1935,DEMOCRAT
VANNOY,Otto,12/16/1913,Utah,940-04-1746,MALE,885,CHERRY,11/11/1935,DEMOCRAT
WATERBURY,Paula,03/23/1911,Alderwood,612-11-6006,FEMALE,2667,THISTLE,11/12/1935,DEMOCRAT
TAYLOR,Richard,08/05/1912,Alderwood,956-05-0477,MALE,3003,CRANBERRY,11/13/1935,REPUBLICAN
QAFOKU,Shary,12/19/1913,ALABAMA,616-63-0694,FEMALE,417,ELDERBERRY,11/14/1935,REPUBLICAN
MAO,Tomas,12/20/1913,MEXICO,412-19-7497,MALE,722,BITTEROOT,11/15/1935,REPUBLICAN
KOROTKOV,VirginiA,09/16/1916,ARIZONA,632-10-5635,FEMALE,467,SAGUARO,11/16/1935,REPUBLICAN
SPINNEY,Walter,12/22/1913,Alderwood,419-38-6643,MALE,1711,KOMONDOR,11/17/1935,REPUBLICAN
GUTOWSKA,Arlene,04/08/1934,MASSACHUSETTS,836-23-1488,FEMALE,11,ELDERBERRY,11/18/1935,REPUBLICAN
BRUCKNER-LEA,Bret,05/08/1915,ARKANSAS,444-33-2209,MALE,101,RASPBERRY,11/19/1935,REPUBLICAN
ROBINSON,Cindy,09/20/1916,ARIZONA,824-91-3599,FEMALE,46,CORNFLOWER,11/20/1935,INDEPENDENT
PITCHER,Dennis,05/10/1915,ARIZONA,086-68-8062,MALE,570,LUPIN,11/21/1935,DEMOCRAT
YOUNG,Emily,09/22/1916,Alderwood,080-82-2444,FEMALE,2240,PETERBALD,11/22/1935,DEMOCRAT
GOLDSMITH,Franklin,05/12/1915,Alderwood,881-42-5574,MALE,420,CLOUDBERRY,11/23/1935,DEMOCRAT
LO,Gert,04/08/1934,Utah,492-52-3334,FEMALE,78,HONEYSUCKLE,11/24/1935,DEMOCRAT
MARES,Harvey,12/30/1913,Alderwood,238-98-6757,MALE,1053,SAVANNAH,11/25/1935,DEMOCRAT
IORDANOVA,Irene,12/31/1913,ARIZONA,618-73-6481,FEMALE,76,TWELVTH,11/26/1935,REPUBLICAN
SKAGGS,Jose,04/08/1934,Alderwood,189-78-2951,MALE,756,THIRD,11/27/1935,REPUBLICAN
MENG,Katrina,09/28/1916,GEORGIA,164-68-4450,FEMALE,383,MUNCHKIN,11/28/1935,REPUBLICAN
HARTMANN,Lee,05/18/1915,ARIZONA,826-36-8110,MALE,255,SUNFLOWER,11/29/1935,REPUBLICAN
QUADREL,Maria,01/04/1914,California,803-23-1673,FEMALE,153,LOCUST,11/30/1935,REPUBLICAN
SINGH,Nate,05/20/1915,Alderwood,554-45-1944,MALE,381,LUPIN,12/01/1935,REPUBLICAN
LEDBETTER,Ophelia,08/24/1912,ARIZONA,290-69-3961,FEMALE,935,JUNIPER,12/02/1935,REPUBLICAN
COYNE,Philippe,01/07/1914,NEW YORK,810-91-9170,MALE,195,BEARBERRY,12/03/1935,INDEPENDENT
SANTIAGO-ROJAS,Rita,10/04/1916,Alderwood,871-18-3892,FEMALE,1768,KEESHOND,12/04/1935,DEMOCRAT
HARANCZYK,Stan,12/09/1917,Alderwood,767-01-8082,MALE,3073,LAVENDER,12/05/1935,DEMOCRAT
FRIEDRICH,Tammy,01/10/1914,Oregon,153-13-8499,FEMALE,2950,PINSCHER,12/06/1935,DEMOCRAT
SCHERRER,Vince,01/11/1914,Alderwood,057-34-2243,MALE,906,ELDERBERRY,12/07/1935,DEMOCRAT
KENNY,Wilma,01/12/1914,Idaho,489-34-6359,FEMALE,1,SPANIEL,12/08/1935,DEMOCRAT
SHAH,Alberto,01/13/1914,MASSACHUSETTS,990-47-2072,MALE,7,COON,12/09/1935,REPUBLICAN
WINTERS,Beryl,01/14/1914,Alderwood,907-67-1910,FEMALE,77,POODLE,12/10/1935,REPUBLICAN
HARRIS,Chris,05/30/1915,Oregon,889-89-0517,MALE,4174,STRAWBERRY,12/11/1935,REPUBLICAN
WHITE,Debby,09/03/1912,MEXICO,558-22-9026,FEMALE,290,PERSIAN,12/12/1935,REPUBLICAN
BASKARAN,Ernesto,01/17/1914,Alderwood,936-85-5953,MALE,2100,PANSY,12/13/1935,REPUBLICAN
SCHUR,Florence,06/02/1915,Washington,576-27-5058,FEMALE,1732,SINGAPURA,12/14/1935,REPUBLICAN
SINGHAL,Gordon,10/15/1916,ARIZONA,343-70-2335,MALE,92,MARIGOLD,12/15/1935,REPUBLICAN
CLARK,Helene,10/16/1916,Alderwood,121-75-8548,FEMALE,2121,PERSIAN,12/16/1935,INDEPENDENT
IMTIAZ,Isaac,04/08/1934,Idaho,199-14-9855,MALE,90,CHOLLA,12/17/1935,DEMOCRAT
GANO,Joyce,11/05/1905,Utah,310-28-6381,FEMALE,130,HONEYSUCKLE,12/18/1935,DEMOCRAT
COFFEY,Kirk,09/10/1912,Montana,448-03-0473,MALE,151,SCHNAUZER,12/19/1935,DEMOCRAT
BARTLETT,Leslie,12/24/1916,Alderwood,406-16-1775,FEMALE,2702,BASSET,12/20/1935,DEMOCRAT
THOMPSON,Michael,06/09/1915,Alderwood,830-25-8679,MALE,406,BITTERSWEET,12/21/1935,DEMOCRAT
ZHANG,Nadine,10/22/1916,Montana,919-31-2845,FEMALE,169,SIAMESE,12/22/1935,REPUBLICAN
DAHL,Oscar,10/23/1916,Utah,344-12-0074,MALE,179,BASSET,12/23/1935,REPUBLICAN
CANNON,Patty,10/24/1916,Montana,332-11-1392,FEMALE,195,SIXTH,12/24/1935,REPUBLICAN
BARRERAS,Rafael,12/29/1916,Alderwood,417-08-3996,MALE,1351,KOMONDOR,12/25/1935,REPUBLICAN
HOZA,Sandy,01/30/1914,VERMONT,129-53-2750,FEMALE,41,FOURTH,12/26/1935,REPUBLICAN
RODRIGUEZ,Tony,04/08/1934,Alderwood,296-11-5885,MALE,402,DOGWOOD,12/27/1935,REPUBLICAN
RHOADS,Valerie,02/01/1914,INDIANA,795-26-1693,FEMALE,237,BOBTAIL,12/28/1935,REPUBLICAN
CARVO,William,02/02/1914,California,086-28-6526,MALE,2,ASIAN,12/29/1935,INDEPENDENT
SOMASUNDARAM,Andrea,10/30/1916,Oregon,647-08-5398,FEMALE,1849,DAFFODIL,12/30/1935,DEMOCRAT
SHI,Barry,10/31/1916,Alderwood,188-92-7648,MALE,1827,PINE,12/31/1935,DEMOCRAT
RESCH,Chantal,09/23/1912,Alderwood,713-97-6956,FEMALE,357,SCOTTISH,01/01/1936,DEMOCRAT
PARKHURST,Dean,01/06/1918,ARIZONA,984-68-2459,MALE,34,CRANBERRY,01/02/1936,DEMOCRAT
NELSON,Erin,02/07/1914,Oregon,368-53-9038,FEMALE,3985,BARREL,01/03/1936,DEMOCRAT
BREWER,Felix,01/08/1917,Alderwood,960-28-9135,MALE,828,KEESHOND,01/04/1936,REPUBLICAN
XIE,Gabrielle,06/24/1915,Utah,117-75-0628,FEMALE,77,MUNCHKIN,01/05/1936,REPUBLICAN
SILVER,Humberto,01/10/1917,Alderwood,605-35-4660,MALE,30,SUMAC,01/06/1936,REPUBLICAN
AZAD,Ingrid,03/17/1928,Alderwood,964-39-5545,FEMALE,1281,MALTESE,01/07/1936,REPUBLICAN
GACKLE,Jerry,11/08/1916,Alderwood,991-43-2577,MALE,716,BOXER,01/08/1936,REPUBLICAN
LIU,Karen,01/13/1918,NEW HAMPSHIRE,175-15-9998,FEMALE,229,ABYSSINIAN,01/09/1936,REPUBLICAN
CHIN,Lorenzo,02/14/1914,Alderwood,842-38-1054,MALE,465,PALMETTO,01/10/1936,REPUBLICAN
CUNNINGHAM,Melissa,06/30/1915,Alderwood,728-57-2114,FEMALE,2737,JUNIPER,01/11/1936,INDEPENDENT
LARA,Noel,02/16/1914,Montana,604-29-9920,FEMALE,192,SNOWSHOE,01/12/1936,DEMOCRAT
SKINNER,Olga,02/17/1914,Alderwood,653-76-6545,FEMALE,2555,CHOLLA,01/13/1936,DEMOCRAT
HUGHES,Pablo,11/14/1916,Alderwood,741-19-9032,MALE,2954,BARBERRY,01/14/1936,DEMOCRAT
GRUBBS,Rebekah,01/19/1918,Idaho,095-68-4479,FEMALE,185,SAGUARO,01/15/1936,DEMOCRAT
FREDERICK,Sebastien,07/05/1915,Alderwood,840-19-7940,MALE,1529,ELEVENTH,01/16/1936,DEMOCRAT
CAO,Tanya,11/17/1916,ARIZONA,222-49-5583,FEMALE,461,LILY,01/17/1936,REPUBLICAN
ELY,Van,07/07/1915,Alderwood,228-45-6225,MALE,344,PHEASANT,01/18/1936,REPUBLICAN
GIBBONS,Wendy,01/23/1917,Alderwood,526-52-9800,FEMALE,812,JUNIPER,01/19/1936,REPUBLICAN
HU,Arthur,07/09/1915,Montana,940-03-7005,MALE,27,PALMETTO,01/20/1936,REPUBLICAN
TIMCHALK,Bertha,02/25/1914,ARIZONA,495-70-1637,FEMALE,145,BIRCH,01/21/1936,REPUBLICAN
LIN,Cristobal,07/11/1915,Alderwood,208-30-9866,MALE,1911,ELEVENTH,01/22/1936,REPUBLICAN
WU,Dolly,11/23/1916,Utah,069-01-5125,FEMALE,290,ASIAN,01/23/1936,REPUBLICAN
HORNE,Edouard,11/24/1916,Alderwood,224-12-8898,MALE,350,PETERBALD,01/24/1936,INDEPENDENT
HARDMAN,Fay,01/29/1917,Alderwood,021-19-6464,FEMALE,2170,MUM,01/25/1936,DEMOCRAT
CALDWELL,Gustav,07/15/1915,Montana,924-04-1359,MALE,90,STRAWBERRY,01/26/1936,DEMOCRAT
SWANSON,Hanna,10/19/1912,INDIANA,687-91-2703,FEMALE,163,REX,01/27/1936,DEMOCRAT
KRATZER,Ike,10/20/1912,Alderwood,276-44-2554,MALE,1163,PIXIE,01/28/1936,DEMOCRAT
ROH,Josephine,10/21/1912,California,518-10-4488,FEMALE,120,CHOWCHOW,01/29/1936,DEMOCRAT
MARASCO,Kyle,07/19/1915,ARIZONA,743-78-2171,MALE,139,BOMBAY,01/30/1936,REPUBLICAN
APRA,Laura,03/07/1914,Alderwood,527-59-8015,FEMALE,2541,BRITTANY,01/31/1936,REPUBLICAN
HECK,Marco,04/08/1934,GEORGIA,647-67-3681,MALE,321,ABYSSINIAN,02/01/1936,REPUBLICAN
LI,Nana,10/25/1912,Oregon,705-68-6963,FEMALE,810,BEAGLE,02/02/1936,REPUBLICAN
THEVUTHASAN,Omar,04/08/1934,KANSAS,374-10-0780,MALE,1751,SOMALI,02/03/1936,REPUBLICAN
QAFOKU,Paloma,03/11/1914,Idaho,398-08-5342,FEMALE,183,SECOND,02/04/1936,REPUBLICAN
KOUADIO,Rene,02/09/1918,Alderwood,214-08-6033,MALE,306,PERSIAN,02/05/1936,REPUBLICAN
STENKAMP,Sally,02/10/1917,ARIZONA,366-80-6345,FEMALE,560,KOMONDOR,02/06/1936,INDEPENDENT
WOO,Teddy,03/14/1914,Alderwood,132-12-5374,MALE,1442,SPHYNX,02/07/1936,DEMOCRAT
ZHANG,Vicky,12/09/1916,California,642-27-0698,FEMALE,245,TURKISH,02/08/1936,DEMOCRAT
SADESKY,Wilfred,02/13/1917,Utah,189-53-1740,MALE,1215,SAGUARO,02/09/1936,DEMOCRAT
SMITH,Ana,07/30/1915,Alderwood,435-36-8144,FEMALE,1362,BOBTAIL,02/10/1936,DEMOCRAT
SARIPALLI,Bill,04/08/1934,Alderwood,856-19-9679,MALE,1123,BASENJI,02/11/1936,DEMOCRAT
FAULK,Claudette,02/16/1918,OKLAHOMA,178-26-3559,FEMALE,551,BASSET,02/12/1936,REPUBLICAN
RAMIREZ,Danny,08/02/1915,Oregon,247-16-8153,MALE,3490,PINSCHER,02/13/1936,REPUBLICAN
YANTASEE,Erika,03/21/1914,Alderwood,807-88-4978,FEMALE,290,MALTESE,02/14/1936,REPUBLICAN
LARSEN,Fred,12/16/1916,Alderwood,975-80-5864,MALE,1285,FOXGLOVE,02/15/1936,REPUBLICAN
ZHONG,Grace,03/23/1914,Alderwood,904-53-6345,FEMALE,327,CRANBERRY,02/16/1936,REPUBLICAN
GUZMAN,Henri,03/24/1914,Washington,644-83-0985,MALE,101,CORALBERRY,02/17/1936,REPUBLICAN
AVILA,Ida,12/19/1916,Alderwood,369-55-0440,FEMALE,1113,PHEASANT,02/18/1936,REPUBLICAN
GERK,Joaquin,03/26/1914,Alderwood,483-36-5874,FEMALE,721,NINTH,02/19/1936,INDEPENDENT
ZHANG,Kate,07/01/1911,Utah,917-51-6830,FEMALE,122,EIGHTEENTH,02/20/1936,DEMOCRAT
LUO,Larry,11/13/1912,Alderwood,949-13-2628,MALE,2639,BOXER,02/21/1936,DEMOCRAT
TANG,Mindy,03/29/1914,ARIZONA,296-24-2840,FEMALE,325,TIFFANY,02/22/1936,DEMOCRAT
STEGEN,Nicholas,03/30/1914,Alderwood,024-46-2023,MALE,1148,KINNIKINICK,02/23/1936,DEMOCRAT
BOGDANOV,Odette,12/25/1916,Alderwood,542-33-3195,FEMALE,1043,SIBERIAN,02/24/1936,DEMOCRAT
HAMPT,Peter,04/01/1914,Oregon,906-05-7830,MALE,940,SALMON,02/25/1936,REPUBLICAN
ZHENG,Rose,08/13/1938,Alderwood,076-87-4521,FEMALE,3045,PEONY,02/26/1936,REPUBLICAN
GASPAR,Sam,08/16/1915,Alderwood,512-42-7237,MALE,1386,CHERRY,02/27/1936,REPUBLICAN
FORD,Teresa,12/29/1916,Alderwood,624-43-6387,FEMALE,1407,ANGORA,02/28/1936,REPUBLICAN
AHN,Victor,08/18/1915,Utah,544-65-0493,MALE,1160,SIAMESE,02/29/1936,REPUBLICAN
VALIEV,Wanda,12/31/1916,Oregon,229-93-3133,FEMALE,1813,EIGHTEENTH,03/01/1936,REPUBLICAN
PEREZ,THOMAS,08/20/1915,Alderwood,131-70-9855,MALE,3269,ASTER,03/02/1936,REPUBLICAN
HENSYEL,MARY,04/08/1934,Alderwood,410-74-0454,FEMALE,1374,SIBERIAN,03/03/1936,INDEPENDENT
LEI,JAMES,04/09/1914,Montana,533-36-5313,MALE,99,HOLLY,03/04/1936,DEMOCRAT
LUDERS,PATRICIA,04/10/1914,Alderwood,880-29-1123,FEMALE,530,BENGAL,03/05/1936,DEMOCRAT
SHUTTHANANDAN,JOHN,04/08/1934,Alderwood,855-19-0484,MALE,1774,CRANBERRY,03/06/1936,DEMOCRAT
BOGGAVARAPU,LINDA,01/06/1917,Oregon,527-07-0457,FEMALE,2986,ELEVENTH,03/07/1936,DEMOCRAT
AMAN,ROBERT,08/26/1915,ARIZONA,929-10-4345,MALE,203,ABYSSINIAN,03/08/1936,DEMOCRAT
FOLEY,BARBARA,04/14/1914,Montana,212-48-7302,FEMALE,23,NINETEENTH ,03/09/1936,REPUBLICAN
CHIEN,MICHAEL,08/28/1915,Utah,772-83-0049,MALE,745,SNOWBERRY,03/10/1936,REPUBLICAN
YANG,ELIZABETH,12/02/1912,Alderwood,557-42-0934,FEMALE,1630,SIXTEENTH,03/11/1936,REPUBLICAN
PANGELINAN,WILLIAM,04/17/1914,Idaho,820-82-3059,MALE,2,MARIGOLD,03/12/1936,REPUBLICAN
SMIDGA,JENNIFER,01/12/1917,Alderwood,333-35-4555,FEMALE,595,BASSET,03/13/1936,REPUBLICAN
MCDONALD,DAVID,03/19/1918,Alderwood,370-71-4874,MALE,763,SNOWSHOE,03/14/1936,REPUBLICAN
REDINGER,MARIA,04/20/1914,Alderwood,419-50-5165,FEMALE,1099,POODLE,03/15/1936,REPUBLICAN
THORNTON,RICHARD,04/21/1914,ARKANSAS,796-63-4960,MALE,452,LAVENDER,03/16/1936,INDEPENDENT
MORAN,SUSAN,04/22/1914,Alderwood,390-93-1515,FEMALE,1040,FIFTEENTH,03/17/1936,DEMOCRAT
ORTIZ,CHARLES,04/23/1914,Alderwood,042-32-9839,MALE,453,SEVENTEENTH,03/18/1936,DEMOCRAT
TOLIC,MARGARET,04/24/1914,Alderwood,229-19-0368,FEMALE,1214,RASPBERRY,03/19/1936,DEMOCRAT
AREVALO,JOSEPH,09/07/1915,Alderwood,163-47-1709,MALE,874,DALMATIAN,03/20/1936,DEMOCRAT
WOODSTOCK,DOROTHY,12/12/1912,Oregon,425-86-8084,FEMALE,517,SAVANNAH,03/21/1936,DEMOCRAT
ZHANG,JOSEPH,04/27/1914,Alderwood,678-20-9812,MALE,2520,TWINBERRY,03/22/1936,REPUBLICAN
SHARMA,BETH,09/10/1915,Alderwood,804-96-5075,FEMALE,3409,LAVENDER,03/23/1936,REPUBLICAN
